Transaction_ID,User_ID,Transaction_Amount,Transaction_Date,Transaction_Time,Merchant_Name,Merchant_Location,Payment_Method,Transaction_Status,Fraud_Flag,User_Account_Balance,User_Device_Type,User_Transaction_History_Count,User_Age,User_Gender,User_Country,Transaction_Type,Merchant_Category,User_Account_Status
TID1073,UID1897,1757.13,2024-01-04,01:00:00,Merchant_67,Location_5,UPI,Failed,0,42266.63,Android,418,59,Other,USA,Deposit,Travel,Suspended
TID1074,UID1339,298.63,2024-01-04,02:00:00,Merchant_6,Location_23,Credit Card,Failed,0,56460.73,iOS,211,18,Female,Australia,Withdrawal,Fashion,Inactive
TID1075,UID1091,4845.82,2024-01-04,03:00:00,Merchant_79,Location_5,Credit Card,Failed,0,43502.81,Android,20,55,Female,Canada,Deposit,Fashion,Inactive
TID1076,UID1366,4420.09,2024-01-04,04:00:00,Merchant_27,Location_42,Credit Card,Failed,0,96639.56,Android,215,58,Other,India,Deposit,Electronics,Suspended
TID1077,UID1955,4639.48,2024-01-04,05:00:00,Merchant_10,Location_32,Credit Card,Failed,0,60806.78,iOS,310,59,Male,Canada,Withdrawal,Healthcare,Suspended
TID1078,UID1454,4974.59,2024-01-04,06:00:00,Merchant_73,Location_10,Debit Card,Success,0,75174.4,Android,251,64,Other,USA,Withdrawal,Fashion,Suspended
TID1079,UID1427,877.74,2024-01-04,07:00:00,Merchant_97,Location_39,Credit Card,Success,0,93698.35,iOS,488,26,Other,Canada,Transfer,Grocery,Suspended
TID1080,UID1508,1987.25,2024-01-04,08:00:00,Merchant_96,Location_15,Net Banking,Pending,0,59568.33,Android,382,40,Female,India,Purchase,Travel,Suspended
TID1081,UID1775,3793.61,2024-01-04,09:00:00,Merchant_48,Location_7,Credit Card,Pending,0,2194.19,iOS,409,31,Other,India,Withdrawal,Fashion,Inactive
TID1082,UID1942,3483.14,2024-01-04,10:00:00,Merchant_70,Location_29,UPI,Pending,0,4394.88,iOS,271,28,Other,USA,Transfer,Electronics,Inactive
TID1083,UID1034,777.94,2024-01-04,11:00:00,Merchant_59,Location_47,Net Banking,Pending,0,70531.5,Android,422,24,Male,UK,Withdrawal,Grocery,Active
TID1084,UID1205,4081.01,2024-01-04,12:00:00,Merchant_59,Location_3,Debit Card,Success,0,28629.43,Android,407,48,Male,Canada,Transfer,Electronics,Inactive
TID1085,UID1080,1129.96,2024-01-04,13:00:00,Merchant_2,Location_19,Net Banking,Success,0,58358.59,iOS,180,41,Female,Australia,Purchase,Fashion,Suspended
TID1086,UID1931,1126.85,2024-01-04,14:00:00,Merchant_29,Location_10,Net Banking,Success,0,21025.44,Android,194,43,Male,India,Transfer,Grocery,Inactive
TID1087,UID1561,2689.5,2024-01-04,15:00:00,Merchant_68,Location_28,Net Banking,Failed,0,27754.64,iOS,441,47,Other,India,Transfer,Travel,Inactive
TID1088,UID1871,2968.77,2024-01-04,16:00:00,Merchant_65,Location_29,UPI,Failed,0,50959.46,Android,313,51,Other,Canada,Deposit,Travel,Inactive
TID1089,UID1387,2904.63,2024-01-04,17:00:00,Merchant_83,Location_15,UPI,Pending,0,97581.38,Android,79,63,Other,UK,Withdrawal,Travel,Active
TID1090,UID1001,466.52,2024-01-04,18:00:00,Merchant_26,Location_35,UPI,Failed,0,62010.78,Android,180,55,Female,Canada,Transfer,Healthcare,Active
TID1091,UID1389,4388.53,2024-01-04,19:00:00,Merchant_89,Location_6,Debit Card,Success,0,93678.66,Android,492,22,Male,USA,Withdrawal,Electronics,Suspended
TID1092,UID1565,1335.34,2024-01-04,20:00:00,Merchant_10,Location_12,UPI,Pending,0,95978.61,iOS,163,22,Other,Australia,Transfer,Fashion,Suspended
TID1093,UID1105,656.28,2024-01-04,21:00:00,Merchant_53,Location_47,UPI,Pending,0,21602.89,iOS,202,36,Male,Canada,Deposit,Grocery,Active
TID1094,UID1771,4444.85,2024-01-04,22:00:00,Merchant_79,Location_38,Net Banking,Failed,0,31808.17,Android,14,68,Male,India,Deposit,Electronics,Inactive
TID1095,UID1821,4778.7,2024-01-04,23:00:00,Merchant_59,Location_13,UPI,Pending,0,77229.24,Android,347,55,Male,India,Purchase,Fashion,Inactive
TID1096,UID1476,4312.02,2024-01-05,00:00:00,Merchant_22,Location_29,Credit Card,Failed,0,86809.64,Android,246,45,Male,USA,Transfer,Healthcare,Active
TID1097,UID1702,4049.49,2024-01-05,01:00:00,Merchant_51,Location_19,UPI,Failed,0,52403.45,Android,14,43,Female,UK,Deposit,Fashion,Suspended
TID1098,UID1401,3279.66,2024-01-05,02:00:00,Merchant_48,Location_3,Debit Card,Pending,0,99329.38,Android,99,59,Female,Canada,Withdrawal,Electronics,Inactive
TID1099,UID1729,2758.78,2024-01-05,03:00:00,Merchant_21,Location_8,Debit Card,Failed,0,2145.65,iOS,33,40,Female,Germany,Transfer,Fashion,Suspended
TID1100,UID1555,444.06,2024-01-05,04:00:00,Merchant_22,Location_8,Credit Card,Failed,0,30659.67,iOS,436,63,Other,UK,Transfer,Grocery,Inactive
TID1101,UID1161,2048.18,2024-01-05,05:00:00,Merchant_98,Location_20,Debit Card,Failed,0,62693.01,Android,257,66,Other,India,Purchase,Healthcare,Suspended
TID1102,UID1201,1869.72,2024-01-05,06:00:00,Merchant_30,Location_47,Debit Card,Failed,0,47459.7,iOS,34,47,Other,Canada,Withdrawal,Grocery,Inactive
TID1103,UID1957,1306.17,2024-01-05,07:00:00,Merchant_25,Location_4,Net Banking,Pending,0,12543.69,iOS,19,20,Female,India,Purchase,Healthcare,Suspended
TID1104,UID1995,3619.87,2024-01-05,08:00:00,Merchant_28,Location_21,Credit Card,Success,0,37410.92,Android,152,45,Male,Australia,Transfer,Healthcare,Suspended
TID1105,UID1269,2484.42,2024-01-05,09:00:00,Merchant_65,Location_3,Net Banking,Success,0,3519.27,iOS,490,50,Female,UK,Purchase,Fashion,Suspended
TID1106,UID1862,414.42,2024-01-05,10:00:00,Merchant_45,Location_45,Net Banking,Failed,0,64631.86,iOS,260,59,Other,Germany,Transfer,Grocery,Active
TID1107,UID1815,1108.71,2024-01-05,11:00:00,Merchant_68,Location_8,UPI,Failed,0,89381.51,iOS,164,20,Other,Australia,Transfer,Healthcare,Suspended
TID1108,UID1270,3419.46,2024-01-05,12:00:00,Merchant_7,Location_23,Credit Card,Failed,0,88602.54,iOS,77,22,Male,Germany,Purchase,Healthcare,Active
TID1109,UID1455,389.89,2024-01-05,13:00:00,Merchant_49,Location_16,UPI,Success,0,70254.9,Android,314,36,Female,Australia,Purchase,Fashion,Active
TID1110,UID1461,4257.52,2024-01-05,14:00:00,Merchant_9,Location_13,UPI,Failed,0,47111.25,iOS,416,59,Male,UK,Transfer,Electronics,Suspended
TID1111,UID1726,2480.78,2024-01-05,15:00:00,Merchant_36,Location_3,Net Banking,Pending,0,51691.13,iOS,137,65,Female,India,Purchase,Electronics,Active
TID1112,UID1251,2408.13,2024-01-05,16:00:00,Merchant_83,Location_48,Debit Card,Pending,0,14554.96,iOS,359,18,Other,Germany,Purchase,Travel,Active
TID1113,UID1701,2966.11,2024-01-05,17:00:00,Merchant_1,Location_9,Credit Card,Pending,0,34760.69,Android,208,55,Male,UK,Transfer,Travel,Active
TID1114,UID1295,4125.16,2024-01-05,18:00:00,Merchant_10,Location_14,Debit Card,Success,0,19585.08,iOS,242,26,Male,Germany,Withdrawal,Healthcare,Inactive
TID1115,UID1724,1745.57,2024-01-05,19:00:00,Merchant_36,Location_13,Net Banking,Failed,0,82298.82,iOS,67,22,Female,UK,Purchase,Electronics,Suspended
TID1116,UID1719,3393.3,2024-01-05,20:00:00,Merchant_73,Location_7,Net Banking,Failed,0,91560.64,iOS,116,63,Female,Australia,Purchase,Healthcare,Active
TID1117,UID1748,2833.0,2024-01-05,21:00:00,Merchant_46,Location_15,Net Banking,Failed,0,54155.4,Android,404,59,Female,UK,Deposit,Grocery,Suspended
TID1118,UID1337,1342.47,2024-01-05,22:00:00,Merchant_32,Location_7,Net Banking,Success,0,73048.64,Android,202,51,Other,Australia,Withdrawal,Electronics,Active
TID1119,UID1878,4394.36,2024-01-05,23:00:00,Merchant_32,Location_38,Net Banking,Success,0,13025.01,Android,376,54,Female,India,Purchase,Electronics,Suspended
TID1120,UID1052,3989.16,2024-01-06,00:00:00,Merchant_6,Location_34,Net Banking,Success,0,61244.93,Android,250,50,Other,Australia,Transfer,Electronics,Active
TID1121,UID1791,3295.67,2024-01-06,01:00:00,Merchant_48,Location_41,Debit Card,Success,0,70576.31,Android,446,42,Female,USA,Deposit,Travel,Inactive
TID1122,UID1921,4254.4,2024-01-06,02:00:00,Merchant_38,Location_22,UPI,Pending,0,45824.04,iOS,442,59,Female,India,Deposit,Fashion,Inactive
TID1123,UID1216,4337.8,2024-01-06,03:00:00,Merchant_17,Location_24,Debit Card,Success,0,25084.04,Android,278,46,Other,Canada,Deposit,Fashion,Inactive
TID1124,UID1763,3544.73,2024-01-06,04:00:00,Merchant_74,Location_49,Credit Card,Success,0,87860.08,iOS,112,42,Female,Canada,Purchase,Travel,Active
TID1125,UID1187,4186.7,2024-01-06,05:00:00,Merchant_27,Location_37,Debit Card,Success,0,74547.96,Android,451,26,Other,UK,Transfer,Travel,Suspended
TID1126,UID1379,3490.38,2024-01-06,06:00:00,Merchant_54,Location_44,Net Banking,Failed,0,90085.87,Android,331,20,Other,UK,Deposit,Travel,Active
TID1127,UID1492,3403.9,2024-01-06,07:00:00,Merchant_50,Location_1,Debit Card,Failed,0,82021.86,Android,473,32,Female,USA,Withdrawal,Fashion,Inactive
TID1128,UID1040,3096.87,2024-01-06,08:00:00,Merchant_35,Location_10,UPI,Failed,0,99047.07,iOS,234,21,Female,UK,Deposit,Healthcare,Active
TID1129,UID1156,3766.06,2024-01-06,09:00:00,Merchant_85,Location_43,Credit Card,Pending,0,20025.1,iOS,176,62,Male,India,Deposit,Travel,Suspended
TID1130,UID1014,801.44,2024-01-06,10:00:00,Merchant_25,Location_16,Debit Card,Pending,0,9588.03,iOS,392,55,Female,India,Withdrawal,Healthcare,Inactive
TID1131,UID1812,4405.55,2024-01-06,11:00:00,Merchant_28,Location_46,UPI,Success,0,34363.28,Android,457,37,Male,Australia,Deposit,Healthcare,Active
TID1132,UID1064,4360.5,2024-01-06,12:00:00,Merchant_15,Location_8,Debit Card,Failed,0,13771.41,Android,143,66,Female,Germany,Deposit,Grocery,Suspended
TID1133,UID1856,155.94,2024-01-06,13:00:00,Merchant_4,Location_49,Credit Card,Pending,0,52789.88,Android,32,40,Other,UK,Withdrawal,Fashion,Inactive
TID1134,UID1838,4130.83,2024-01-06,14:00:00,Merchant_93,Location_25,Debit Card,Failed,0,63669.86,Android,181,54,Other,USA,Purchase,Healthcare,Suspended
TID1135,UID1520,653.06,2024-01-06,15:00:00,Merchant_73,Location_12,Net Banking,Pending,0,58250.57,Android,67,64,Male,Canada,Withdrawal,Fashion,Suspended
TID1136,UID1343,1682.24,2024-01-06,16:00:00,Merchant_27,Location_25,Debit Card,Pending,0,26664.77,Android,4,25,Female,India,Purchase,Fashion,Inactive
TID1137,UID1128,3720.11,2024-01-06,17:00:00,Merchant_26,Location_17,UPI,Success,1,90973.58,iOS,286,54,Male,India,Purchase,Grocery,Active
TID1138,UID1647,812.19,2024-01-06,18:00:00,Merchant_19,Location_26,Debit Card,Success,0,3096.06,iOS,269,62,Female,India,Purchase,Fashion,Active
TID1139,UID1471,4091.66,2024-01-06,19:00:00,Merchant_92,Location_46,UPI,Pending,0,35453.32,Android,236,50,Female,Germany,Withdrawal,Healthcare,Active
TID1140,UID1062,4162.35,2024-01-06,20:00:00,Merchant_17,Location_48,Credit Card,Success,0,72180.26,iOS,277,50,Other,Germany,Withdrawal,Electronics,Active
TID1141,UID1138,2542.26,2024-01-06,21:00:00,Merchant_43,Location_14,Debit Card,Pending,0,76925.96,iOS,41,24,Male,UK,Purchase,Healthcare,Suspended
TID1142,UID1498,41.87,2024-01-06,22:00:00,Merchant_41,Location_41,Credit Card,Pending,0,42195.74,iOS,121,39,Other,Canada,Withdrawal,Healthcare,Active
TID1143,UID1592,1442.32,2024-01-06,23:00:00,Merchant_42,Location_36,Credit Card,Failed,0,2674.07,Android,494,22,Other,USA,Purchase,Fashion,Active
TID1144,UID1391,3088.47,2024-01-07,00:00:00,Merchant_50,Location_23,Debit Card,Success,0,62186.32,Android,275,63,Other,Germany,Withdrawal,Healthcare,Suspended
TID1145,UID1674,4906.12,2024-01-07,01:00:00,Merchant_84,Location_43,UPI,Success,0,7246.37,Android,231,32,Male,Australia,Transfer,Electronics,Suspended
TID1146,UID1418,3162.75,2024-01-07,02:00:00,Merchant_40,Location_6,Credit Card,Success,0,11677.72,Android,304,38,Female,Germany,Withdrawal,Fashion,Inactive
TID1147,UID1288,1306.42,2024-01-07,03:00:00,Merchant_39,Location_47,Credit Card,Failed,0,65374.82,iOS,86,42,Female,India,Withdrawal,Travel,Suspended
TID1148,UID1378,3173.69,2024-01-07,04:00:00,Merchant_23,Location_5,Debit Card,Failed,0,31936.34,Android,63,34,Male,USA,Withdrawal,Healthcare,Inactive
TID1149,UID1772,2704.53,2024-01-07,05:00:00,Merchant_96,Location_43,Debit Card,Failed,0,35454.99,Android,404,67,Female,UK,Purchase,Healthcare,Inactive
TID1150,UID1489,3901.43,2024-01-07,06:00:00,Merchant_52,Location_25,Debit Card,Success,0,49193.9,Android,192,24,Male,Germany,Purchase,Grocery,Active
TID1151,UID1230,543.83,2024-01-07,07:00:00,Merchant_47,Location_18,Debit Card,Success,0,97879.26,iOS,293,67,Male,India,Transfer,Travel,Active
TID1152,UID1040,3807.53,2024-01-07,08:00:00,Merchant_63,Location_13,Debit Card,Success,0,96578.78,iOS,31,36,Female,Australia,Transfer,Travel,Active
TID1153,UID1027,2710.92,2024-01-07,09:00:00,Merchant_97,Location_43,Net Banking,Failed,0,42209.84,iOS,330,69,Other,Australia,Deposit,Electronics,Suspended
TID1154,UID1134,4815.33,2024-01-07,10:00:00,Merchant_69,Location_14,Debit Card,Failed,0,27284.42,iOS,146,24,Male,UK,Transfer,Travel,Suspended
TID1155,UID1200,1715.94,2024-01-07,11:00:00,Merchant_43,Location_28,UPI,Pending,0,30956.62,iOS,107,57,Male,UK,Purchase,Grocery,Active
TID1156,UID1839,3166.78,2024-01-07,12:00:00,Merchant_48,Location_18,Credit Card,Failed,0,27609.35,Android,359,62,Male,Germany,Transfer,Electronics,Active
TID1157,UID1779,4660.82,2024-01-07,13:00:00,Merchant_34,Location_28,UPI,Pending,0,53692.33,iOS,110,67,Male,UK,Transfer,Travel,Suspended
TID1158,UID1929,521.52,2024-01-07,14:00:00,Merchant_40,Location_27,UPI,Success,0,61079.12,iOS,276,41,Female,Canada,Withdrawal,Electronics,Inactive
TID1159,UID1032,4686.77,2024-01-07,15:00:00,Merchant_75,Location_32,Net Banking,Failed,0,49389.16,Android,210,28,Female,Canada,Transfer,Travel,Inactive
TID1160,UID1047,3442.55,2024-01-07,16:00:00,Merchant_61,Location_47,Debit Card,Success,0,41391.44,Android,139,58,Male,India,Deposit,Travel,Active
TID1161,UID1502,348.51,2024-01-07,17:00:00,Merchant_50,Location_9,Credit Card,Success,1,21917.22,Android,86,18,Other,India,Withdrawal,Travel,Active
