Transaction_ID,User_ID,Transaction_Amount,Transaction_Date,Transaction_Time,Merchant_Name,Merchant_Location,Payment_Method,Transaction_Status,Fraud_Flag,User_Account_Balance,User_Device_Type,User_Transaction_History_Count,User_Age,User_Gender,User_Country,Transaction_Type,Merchant_Category,User_Account_Status
TID1217,UID1577,4225.47,2024-01-10,01:00:00,Merchant_77,Location_19,Debit Card,Success,1,57633.41,iOS,481,34,Female,Canada,Withdrawal,Grocery,Active
TID2175,UID1404,562.5,2024-02-18,23:00:00,Merchant_64,Location_32,Credit Card,Failed,0,64745.5,Android,208,68,Male,Germany,Withdrawal,Travel,Inactive
TID1445,UID1282,3694.86,2024-01-19,13:00:00,Merchant_91,Location_4,Debit Card,Failed,1,29856.93,Android,332,33,Female,UK,Deposit,Grocery,Suspended
TID2465,UID1197,1024.08,2024-03-02,01:00:00,Merchant_7,Location_44,UPI,Success,0,6372.85,Android,471,29,Male,Canada,Purchase,Healthcare,Suspended
TID2734,UID1077,745.04,2024-03-13,06:00:00,Merchant_15,Location_17,UPI,Pending,0,51810.62,iOS,330,47,Other,India,Transfer,Fashion,Inactive
TID1828,UID1732,4595.44,2024-02-04,12:00:00,Merchant_64,Location_32,Net Banking,Pending,1,84797.08,iOS,241,58,Male,Canada,Withdrawal,Grocery,Suspended
TID1392,UID1419,2266.47,2024-01-17,08:00:00,Merchant_29,Location_46,Debit Card,Pending,1,40441.65,Android,480,19,Other,Canada,Deposit,Electronics,Active
TID2202,UID1336,1493.22,2024-02-20,02:00:00,Merchant_76,Location_30,Net Banking,Failed,0,63660.45,Android,149,68,Male,Canada,Transfer,Healthcare,Suspended
TID2511,UID1647,722.82,2024-03-03,23:00:00,Merchant_63,Location_44,Debit Card,Success,0,36144.51,iOS,93,26,Female,Australia,Deposit,Fashion,Active
TID2859,UID1921,4704.51,2024-03-18,11:00:00,Merchant_19,Location_42,Credit Card,Pending,0,97176.94,Android,4,52,Male,UK,Transfer,Grocery,Suspended
TID1002,UID1860,1602.31,2024-01-01,02:00:00,Merchant_13,Location_23,Debit Card,Pending,1,90533.73,Android,331,66,Male,India,Purchase,Healthcare,Active
TID2273,UID1622,1700.91,2024-02-23,01:00:00,Merchant_5,Location_42,Net Banking,Failed,0,32497.07,iOS,75,46,Other,UK,Withdrawal,Fashion,Inactive
TID2186,UID1729,99.85,2024-02-19,10:00:00,Merchant_53,Location_7,Debit Card,Success,0,93971.81,Android,9,67,Other,UK,Transfer,Healthcare,Active
TID2146,UID1847,882.66,2024-02-17,18:00:00,Merchant_3,Location_26,Debit Card,Success,0,5096.06,Android,20,32,Female,India,Deposit,Travel,Suspended
TID2130,UID1068,718.44,2024-02-17,02:00:00,Merchant_47,Location_42,Debit Card,Failed,0,11581.64,Android,31,34,Other,India,Transfer,Fashion,Active
TID2664,UID1317,2659.38,2024-03-10,08:00:00,Merchant_98,Location_4,Net Banking,Success,0,3237.84,iOS,106,30,Female,USA,Transfer,Travel,Inactive
TID1567,UID1681,529.51,2024-01-24,15:00:00,Merchant_46,Location_32,Credit Card,Success,1,92370.08,Android,357,22,Other,USA,Deposit,Travel,Active
TID1175,UID1942,132.69,2024-01-08,07:00:00,Merchant_36,Location_16,Net Banking,Success,1,82853.9,Android,406,39,Female,Germany,Purchase,Electronics,Suspended
TID1803,UID1884,1471.18,2024-02-03,11:00:00,Merchant_39,Location_36,Credit Card,Failed,1,62128.81,iOS,79,64,Male,USA,Purchase,Fashion,Suspended
TID2766,UID1814,2852.0,2024-03-14,14:00:00,Merchant_95,Location_6,Net Banking,Success,0,50497.75,Android,392,38,Female,USA,Withdrawal,Fashion,Suspended
TID2789,UID1853,3860.42,2024-03-15,13:00:00,Merchant_20,Location_39,UPI,Success,0,84360.4,iOS,217,25,Male,India,Withdrawal,Healthcare,Inactive
TID2775,UID1395,4540.41,2024-03-14,23:00:00,Merchant_84,Location_13,Credit Card,Pending,0,8284.55,iOS,463,46,Other,UK,Withdrawal,Healthcare,Suspended
TID1848,UID1794,3666.68,2024-02-05,08:00:00,Merchant_13,Location_10,Credit Card,Success,1,96497.66,iOS,82,19,Male,Canada,Purchase,Electronics,Suspended
TID2138,UID1042,2361.72,2024-02-17,10:00:00,Merchant_4,Location_30,Net Banking,Pending,0,74840.56,Android,427,52,Other,Germany,Deposit,Travel,Inactive
TID1526,UID1537,4097.75,2024-01-22,22:00:00,Merchant_67,Location_41,Debit Card,Success,1,96441.36,iOS,411,60,Male,India,Purchase,Electronics,Active
TID1608,UID1116,4636.62,2024-01-26,08:00:00,Merchant_30,Location_34,UPI,Pending,1,96002.99,iOS,217,41,Male,USA,Withdrawal,Electronics,Inactive
TID1028,UID1191,4989.69,2024-01-02,04:00:00,Merchant_58,Location_29,UPI,Success,1,9354.41,iOS,458,40,Male,USA,Withdrawal,Fashion,Suspended
TID1836,UID1953,895.37,2024-02-04,20:00:00,Merchant_87,Location_32,Credit Card,Success,1,77387.3,iOS,293,35,Other,Canada,Deposit,Healthcare,Inactive
TID1494,UID1127,310.73,2024-01-21,14:00:00,Merchant_42,Location_38,Credit Card,Pending,1,34047.68,Android,24,43,Female,India,Transfer,Electronics,Inactive
TID2484,UID1440,321.66,2024-03-02,20:00:00,Merchant_47,Location_8,Net Banking,Failed,0,62739.16,iOS,399,19,Other,USA,Transfer,Electronics,Active
TID1007,UID1020,611.63,2024-01-01,07:00:00,Merchant_87,Location_44,Credit Card,Success,1,35227.29,Android,306,21,Female,Australia,Transfer,Healthcare,Active
TID1235,UID1230,3989.82,2024-01-10,19:00:00,Merchant_29,Location_45,Net Banking,Pending,1,14277.84,Android,498,38,Male,Australia,Transfer,Electronics,Suspended
TID1649,UID1068,1530.35,2024-01-28,01:00:00,Merchant_69,Location_28,Net Banking,Failed,1,73943.71,Android,412,50,Male,Australia,Transfer,Travel,Active
TID1662,UID1611,3035.2,2024-01-28,14:00:00,Merchant_14,Location_13,UPI,Failed,1,49284.17,Android,360,33,Other,Canada,Purchase,Travel,Inactive
TID1194,UID1574,4754.81,2024-01-09,02:00:00,Merchant_54,Location_13,Debit Card,Pending,1,61956.88,iOS,295,67,Other,USA,Purchase,Electronics,Suspended
TID2956,UID1660,3527.31,2024-03-22,12:00:00,Merchant_94,Location_5,Debit Card,Pending,0,86358.75,iOS,205,22,Other,USA,Deposit,Fashion,Suspended
TID2726,UID1050,1306.93,2024-03-12,22:00:00,Merchant_16,Location_17,Credit Card,Pending,0,39877.21,Android,167,69,Female,Germany,Transfer,Travel,Suspended
TID2423,UID1797,1718.82,2024-02-29,07:00:00,Merchant_48,Location_13,Net Banking,Success,0,80465.24,Android,185,24,Female,India,Withdrawal,Healthcare,Active
TID1171,UID1546,4844.7,2024-01-08,03:00:00,Merchant_10,Location_3,Net Banking,Success,1,48790.11,Android,109,50,Other,India,Deposit,Electronics,Suspended
TID1415,UID1160,478.56,2024-01-18,07:00:00,Merchant_36,Location_14,UPI,Failed,1,47576.86,iOS,463,35,Female,USA,Withdrawal,Fashion,Active
TID2750,UID1006,229.06,2024-03-13,22:00:00,Merchant_17,Location_3,Debit Card,Failed,0,32588.42,Android,145,43,Other,India,Purchase,Fashion,Inactive
TID2176,UID1837,2118.52,2024-02-19,00:00:00,Merchant_67,Location_42,Credit Card,Pending,0,55510.72,iOS,133,36,Other,USA,Transfer,Healthcare,Inactive
TID2325,UID1074,4567.3,2024-02-25,05:00:00,Merchant_28,Location_34,Debit Card,Failed,0,95774.05,iOS,25,51,Male,Canada,Deposit,Travel,Suspended
TID1509,UID1961,618.21,2024-01-22,05:00:00,Merchant_10,Location_1,UPI,Failed,1,63985.66,Android,91,65,Female,Germany,Deposit,Healthcare,Suspended
TID1917,UID1828,3541.33,2024-02-08,05:00:00,Merchant_80,Location_31,UPI,Pending,1,45968.55,iOS,401,62,Male,UK,Purchase,Travel,Suspended
TID2941,UID1816,2814.74,2024-03-21,21:00:00,Merchant_91,Location_2,Debit Card,Success,0,22505.19,Android,366,46,Male,Germany,Deposit,Healthcare,Inactive
TID2905,UID1848,3308.46,2024-03-20,09:00:00,Merchant_54,Location_29,Debit Card,Failed,0,62674.32,Android,445,32,Female,UK,Deposit,Fashion,Active
TID1151,UID1230,543.83,2024-01-07,07:00:00,Merchant_47,Location_18,Debit Card,Success,1,14314.52,Android,372,44,Female,Canada,Withdrawal,Fashion,Active
TID2016,UID1826,2621.72,2024-02-12,08:00:00,Merchant_9,Location_42,Net Banking,Success,0,34747.42,iOS,156,53,Male,Australia,Transfer,Grocery,Active
TID1822,UID1397,4435.76,2024-02-04,06:00:00,Merchant_11,Location_33,Debit Card,Success,1,59447.72,Android,38,48,Male,UK,Purchase,Fashion,Suspended
TID1596,UID1669,2815.86,2024-01-25,20:00:00,Merchant_91,Location_22,UPI,Pending,1,73676.75,iOS,203,61,Female,Canada,Transfer,Travel,Suspended
TID1628,UID1896,447.34,2024-01-27,04:00:00,Merchant_83,Location_22,Debit Card,Success,1,44954.83,iOS,78,24,Other,USA,Withdrawal,Fashion,Inactive
TID1703,UID1690,3079.94,2024-01-30,07:00:00,Merchant_59,Location_49,Debit Card,Success,1,31294.1,iOS,142,31,Male,India,Transfer,Fashion,Active
TID2370,UID1901,780.75,2024-02-27,02:00:00,Merchant_6,Location_14,Net Banking,Pending,0,55945.56,iOS,111,23,Female,USA,Transfer,Fashion,Suspended
TID1282,UID1698,1703.86,2024-01-12,18:00:00,Merchant_5,Location_26,UPI,Pending,1,17657.78,Android,241,51,Other,Canada,Deposit,Fashion,Inactive
TID1250,UID1410,1217.8,2024-01-11,10:00:00,Merchant_12,Location_43,Debit Card,Success,1,12904.85,iOS,226,44,Other,Australia,Purchase,Fashion,Active
TID2005,UID1064,2831.0,2024-02-11,21:00:00,Merchant_33,Location_14,UPI,Failed,0,98721.15,Android,226,35,Other,UK,Deposit,Electronics,Suspended
TID2869,UID1704,4380.66,2024-03-18,21:00:00,Merchant_52,Location_28,Credit Card,Success,0,4174.21,iOS,269,35,Male,USA,Deposit,Electronics,Inactive
TID1331,UID1954,2114.39,2024-01-14,19:00:00,Merchant_33,Location_25,Net Banking,Success,1,88684.49,Android,300,33,Female,Australia,Deposit,Healthcare,Suspended
TID2837,UID1997,2912.3,2024-03-17,13:00:00,Merchant_43,Location_2,UPI,Pending,0,11549.39,Android,161,30,Female,USA,Transfer,Electronics,Inactive
TID2266,UID1108,1042.89,2024-02-22,18:00:00,Merchant_58,Location_5,Credit Card,Pending,0,38162.36,Android,328,52,Other,UK,Deposit,Healthcare,Suspended
TID1421,UID1915,4192.2,2024-01-18,13:00:00,Merchant_82,Location_20,Debit Card,Pending,1,62991.23,iOS,164,66,Female,India,Purchase,Fashion,Inactive
TID1985,UID1546,322.64,2024-02-11,01:00:00,Merchant_94,Location_14,Credit Card,Failed,1,84893.21,iOS,323,45,Male,Canada,Deposit,Travel,Inactive
TID1806,UID1395,2916.29,2024-02-03,14:00:00,Merchant_36,Location_5,Debit Card,Success,1,93224.93,iOS,103,48,Female,Canada,Purchase,Electronics,Inactive
TID1208,UID1540,3261.82,2024-01-09,16:00:00,Merchant_79,Location_43,UPI,Failed,1,67547.87,Android,352,68,Female,Canada,Purchase,Healthcare,Inactive
TID1763,UID1189,2596.86,2024-02-01,19:00:00,Merchant_94,Location_15,UPI,Failed,1,90691.39,iOS,178,32,Male,India,Transfer,Electronics,Suspended
TID2371,UID1689,136.98,2024-02-27,03:00:00,Merchant_63,Location_4,UPI,Failed,0,90514.93,iOS,103,27,Female,UK,Withdrawal,Grocery,Inactive
TID1304,UID1438,2781.26,2024-01-13,16:00:00,Merchant_66,Location_14,Credit Card,Failed,1,67112.82,iOS,468,38,Female,India,Withdrawal,Grocery,Active
TID2772,UID1706,4906.08,2024-03-14,20:00:00,Merchant_89,Location_17,Debit Card,Success,0,48420.4,iOS,301,48,Other,Germany,Purchase,Electronics,Inactive
TID1308,UID1400,4874.22,2024-01-13,20:00:00,Merchant_22,Location_35,Credit Card,Failed,1,80497.6,Android,313,56,Other,Canada,Withdrawal,Travel,Suspended
TID1940,UID1565,930.54,2024-02-09,04:00:00,Merchant_89,Location_18,Credit Card,Failed,1,91501.49,Android,168,37,Other,India,Transfer,Fashion,Suspended
TID1926,UID1675,2995.14,2024-02-08,14:00:00,Merchant_78,Location_15,Credit Card,Pending,1,69492.84,iOS,268,43,Other,India,Transfer,Electronics,Inactive
TID1492,UID1255,1224.98,2024-01-21,12:00:00,Merchant_42,Location_3,Credit Card,Success,1,42573.93,Android,261,39,Other,India,Withdrawal,Travel,Inactive
TID2204,UID1803,3718.53,2024-02-20,04:00:00,Merchant_90,Location_10,Debit Card,Pending,0,51308.22,iOS,105,66,Female,Germany,Deposit,Fashion,Active
TID1110,UID1461,4257.52,2024-01-05,14:00:00,Merchant_9,Location_13,UPI,Failed,1,91252.23,Android,313,55,Female,Australia,Purchase,Travel,Active
TID1913,UID1555,394.52,2024-02-08,01:00:00,Merchant_67,Location_9,Credit Card,Failed,1,99461.35,iOS,24,53,Other,Australia,Transfer,Travel,Active
TID2342,UID1434,1722.41,2024-02-25,22:00:00,Merchant_99,Location_43,Credit Card,Success,0,84251.46,Android,18,42,Female,India,Purchase,Healthcare,Suspended
TID1401,UID1098,4759.54,2024-01-17,17:00:00,Merchant_53,Location_13,Credit Card,Pending,1,2230.13,iOS,105,68,Female,USA,Deposit,Healthcare,Active
TID2926,UID1802,3574.49,2024-03-21,06:00:00,Merchant_64,Location_31,Net Banking,Failed,0,29524.39,Android,209,66,Male,Germany,Withdrawal,Travel,Active
TID2793,UID1713,1791.58,2024-03-15,17:00:00,Merchant_58,Location_45,UPI,Pending,0,72931.99,iOS,141,36,Male,Germany,Withdrawal,Fashion,Inactive
TID1130,UID1014,801.44,2024-01-06,10:00:00,Merchant_25,Location_16,Debit Card,Pending,1,7848.24,Android,186,49,Male,UK,Deposit,Electronics,Active
TID1621,UID1637,4132.08,2024-01-26,21:00:00,Merchant_58,Location_9,Net Banking,Failed,1,79412.41,iOS,414,26,Female,USA,Purchase,Electronics,Inactive
TID2565,UID1377,4021.75,2024-03-06,05:00:00,Merchant_35,Location_42,Debit Card,Pending,0,4901.54,iOS,86,59,Female,USA,Transfer,Grocery,Inactive
TID1162,UID1406,1511.81,2024-01-07,18:00:00,Merchant_67,Location_40,UPI,Success,1,91153.66,Android,97,68,Male,Germany,Transfer,Travel,Active
TID2925,UID1038,3489.07,2024-03-21,05:00:00,Merchant_53,Location_35,Credit Card,Success,0,4415.88,Android,217,68,Male,India,Purchase,Electronics,Active
TID2991,UID1882,2028.59,2024-03-23,23:00:00,Merchant_75,Location_38,UPI,Success,0,95313.88,iOS,213,56,Male,UK,Deposit,Electronics,Active
TID1972,UID1922,294.7,2024-02-10,12:00:00,Merchant_13,Location_29,Credit Card,Pending,1,83238.27,iOS,389,48,Male,UK,Withdrawal,Healthcare,Inactive
TID2518,UID1129,452.14,2024-03-04,06:00:00,Merchant_69,Location_21,UPI,Failed,0,66517.28,Android,323,25,Female,India,Deposit,Healthcare,Suspended
TID2191,UID1248,1414.79,2024-02-19,15:00:00,Merchant_93,Location_18,Debit Card,Pending,0,25975.62,Android,55,63,Male,Canada,Withdrawal,Electronics,Suspended
TID1691,UID1895,3478.23,2024-01-29,19:00:00,Merchant_76,Location_14,UPI,Failed,1,97865.99,iOS,54,60,Male,Canada,Purchase,Travel,Inactive
TID1686,UID1335,3906.0,2024-01-29,14:00:00,Merchant_64,Location_49,Net Banking,Success,1,43618.86,iOS,489,65,Female,India,Transfer,Electronics,Inactive
TID2335,UID1573,2115.95,2024-02-25,15:00:00,Merchant_73,Location_4,Debit Card,Success,0,28508.82,Android,466,18,Female,Germany,Withdrawal,Grocery,Active
TID2044,UID1144,3786.19,2024-02-13,12:00:00,Merchant_86,Location_12,Debit Card,Pending,0,83736.44,Android,102,56,Female,USA,Transfer,Grocery,Suspended
TID2972,UID1876,1457.33,2024-03-23,04:00:00,Merchant_29,Location_3,Credit Card,Pending,0,15833.98,Android,68,23,Other,Germany,Withdrawal,Fashion,Inactive
TID2844,UID1980,4471.53,2024-03-17,20:00:00,Merchant_39,Location_8,UPI,Failed,0,65064.01,Android,475,41,Male,UK,Withdrawal,Travel,Inactive
TID1379,UID1815,2378.41,2024-01-16,19:00:00,Merchant_25,Location_47,Debit Card,Failed,1,34768.34,Android,352,60,Other,Canada,Purchase,Travel,Inactive
TID1561,UID1149,2027.55,2024-01-24,09:00:00,Merchant_21,Location_13,UPI,Failed,1,66846.9,Android,29,39,Male,Canada,Purchase,Grocery,Suspended
TID1143,UID1592,1442.32,2024-01-06,23:00:00,Merchant_42,Location_36,Credit Card,Failed,1,53516.85,Android,266,69,Male,UK,Purchase,Fashion,Active
TID1276,UID1386,269.34,2024-01-12,12:00:00,Merchant_9,Location_6,UPI,Failed,1,72933.84,iOS,259,55,Male,USA,Deposit,Electronics,Suspended
TID2749,UID1977,2169.75,2024-03-13,21:00:00,Merchant_99,Location_35,Net Banking,Pending,0,66322.26,Android,416,39,Male,Germany,Purchase,Travel,Suspended
TID1591,UID1655,3312.58,2024-01-25,15:00:00,Merchant_91,Location_25,Debit Card,Pending,1,58119.76,Android,190,40,Other,Australia,Deposit,Healthcare,Active
TID2942,UID1956,4735.98,2024-03-21,22:00:00,Merchant_52,Location_34,UPI,Pending,0,71699.07,iOS,282,22,Female,Canada,Withdrawal,Grocery,Suspended
TID1769,UID1524,433.11,2024-02-02,01:00:00,Merchant_64,Location_14,Net Banking,Failed,1,72004.7,iOS,351,54,Male,USA,Deposit,Healthcare,Active
TID1160,UID1047,3442.55,2024-01-07,16:00:00,Merchant_61,Location_47,Debit Card,Success,1,39229.44,iOS,79,26,Male,India,Deposit,Healthcare,Suspended
TID1473,UID1891,4318.03,2024-01-20,17:00:00,Merchant_59,Location_27,UPI,Success,1,88884.72,iOS,158,61,Female,USA,Transfer,Grocery,Active
TID1925,UID1228,1110.85,2024-02-08,13:00:00,Merchant_6,Location_13,Net Banking,Success,1,45752.33,Android,378,47,Female,UK,Deposit,Healthcare,Active
TID1157,UID1779,4660.82,2024-01-07,13:00:00,Merchant_34,Location_28,UPI,Pending,1,25508.89,iOS,130,52,Male,Australia,Deposit,Electronics,Active
TID2226,UID1698,3349.31,2024-02-21,02:00:00,Merchant_40,Location_12,Credit Card,Pending,0,14074.61,Android,209,41,Other,Australia,Withdrawal,Travel,Suspended
TID2497,UID1841,1799.99,2024-03-03,09:00:00,Merchant_47,Location_31,UPI,Success,0,46174.48,iOS,145,69,Male,Canada,Purchase,Travel,Active
TID2460,UID1615,2422.2,2024-03-01,20:00:00,Merchant_59,Location_36,UPI,Success,0,2091.82,Android,332,61,Male,Germany,Withdrawal,Electronics,Active
TID2633,UID1284,3290.19,2024-03-09,01:00:00,Merchant_25,Location_39,UPI,Success,0,71588.67,Android,393,47,Other,India,Purchase,Fashion,Suspended
TID1225,UID1619,2412.8,2024-01-10,09:00:00,Merchant_92,Location_40,Net Banking,Pending,1,11708.77,iOS,71,18,Male,Germany,Transfer,Healthcare,Active
TID2084,UID1302,712.15,2024-02-15,04:00:00,Merchant_56,Location_12,UPI,Pending,0,80988.6,Android,320,59,Other,Australia,Transfer,Healthcare,Suspended
TID2884,UID1806,1159.78,2024-03-19,12:00:00,Merchant_88,Location_27,Debit Card,Failed,0,57912.08,Android,302,23,Female,USA,Withdrawal,Travel,Inactive
TID2985,UID1390,1445.29,2024-03-23,17:00:00,Merchant_48,Location_25,Credit Card,Pending,0,69001.72,Android,155,69,Male,Australia,Transfer,Travel,Active
TID2715,UID1834,1134.65,2024-03-12,11:00:00,Merchant_96,Location_37,Net Banking,Success,0,91828.17,iOS,183,18,Other,Canada,Withdrawal,Grocery,Active
TID1699,UID1379,320.84,2024-01-30,03:00:00,Merchant_50,Location_27,Credit Card,Success,1,42394.94,Android,360,64,Female,India,Purchase,Healthcare,Inactive
TID2356,UID1558,4584.01,2024-02-26,12:00:00,Merchant_6,Location_36,Debit Card,Pending,0,9760.2,iOS,45,62,Male,USA,Purchase,Electronics,Active
TID1599,UID1119,3453.12,2024-01-25,23:00:00,Merchant_15,Location_16,Net Banking,Failed,1,13630.07,iOS,245,68,Male,Australia,Purchase,Healthcare,Inactive
TID2061,UID1094,3287.33,2024-02-14,05:00:00,Merchant_6,Location_3,Net Banking,Pending,0,85362.63,Android,394,55,Other,UK,Withdrawal,Grocery,Suspended
TID2234,UID1362,3871.66,2024-02-21,10:00:00,Merchant_81,Location_30,Credit Card,Success,0,59441.0,iOS,250,19,Female,Germany,Transfer,Fashion,Suspended
TID2365,UID1510,842.63,2024-02-26,21:00:00,Merchant_40,Location_18,UPI,Failed,0,88186.18,iOS,191,22,Female,Canada,Transfer,Fashion,Active
TID2352,UID1224,2237.63,2024-02-26,08:00:00,Merchant_45,Location_31,Credit Card,Failed,0,67180.37,iOS,381,55,Female,India,Purchase,Grocery,Active
TID1389,UID1586,4683.66,2024-01-17,05:00:00,Merchant_51,Location_8,Credit Card,Success,1,43437.82,iOS,78,40,Female,Australia,Purchase,Travel,Active
TID2632,UID1176,1067.85,2024-03-09,00:00:00,Merchant_28,Location_32,Debit Card,Success,0,35891.16,Android,13,66,Male,UK,Transfer,Travel,Suspended
TID1027,UID1385,3995.93,2024-01-02,03:00:00,Merchant_6,Location_12,UPI,Pending,1,24166.52,iOS,197,45,Female,USA,Transfer,Electronics,Active
TID2885,UID1743,17.35,2024-03-19,13:00:00,Merchant_80,Location_26,Debit Card,Failed,0,40402.64,iOS,204,40,Female,Canada,Withdrawal,Fashion,Suspended
TID1413,UID1680,3370.43,2024-01-18,05:00:00,Merchant_76,Location_23,Net Banking,Failed,1,35454.67,iOS,453,42,Other,Canada,Deposit,Electronics,Active
TID1230,UID1330,1010.62,2024-01-10,14:00:00,Merchant_78,Location_22,Credit Card,Failed,1,24790.92,iOS,278,32,Male,USA,Transfer,Healthcare,Inactive
TID2684,UID1113,3867.98,2024-03-11,04:00:00,Merchant_84,Location_7,Debit Card,Failed,0,43286.12,iOS,285,49,Male,Australia,Deposit,Electronics,Suspended
TID1590,UID1819,4970.76,2024-01-25,14:00:00,Merchant_31,Location_14,UPI,Pending,1,41253.98,iOS,475,46,Male,Canada,Purchase,Electronics,Inactive
TID1062,UID1840,4955.93,2024-01-03,14:00:00,Merchant_41,Location_31,Credit Card,Success,1,41059.86,Android,122,59,Other,Canada,Purchase,Electronics,Inactive
TID1403,UID1860,4340.91,2024-01-17,19:00:00,Merchant_30,Location_37,Debit Card,Pending,1,5463.8,Android,272,26,Other,Germany,Withdrawal,Fashion,Inactive
TID1067,UID1315,2568.32,2024-01-03,19:00:00,Merchant_99,Location_28,UPI,Success,1,6591.86,Android,420,68,Other,Canada,Transfer,Fashion,Inactive
TID1624,UID1600,190.44,2024-01-27,00:00:00,Merchant_80,Location_2,Net Banking,Success,1,49294.46,Android,311,50,Male,India,Deposit,Healthcare,Active
TID2440,UID1839,1981.74,2024-03-01,00:00:00,Merchant_82,Location_31,UPI,Success,0,71792.56,iOS,351,68,Other,Australia,Withdrawal,Fashion,Inactive
TID2587,UID1949,3707.11,2024-03-07,03:00:00,Merchant_31,Location_25,Net Banking,Success,0,73213.18,iOS,127,38,Male,USA,Deposit,Travel,Suspended
TID1224,UID1027,3984.72,2024-01-10,08:00:00,Merchant_68,Location_35,Net Banking,Success,1,80764.77,iOS,351,35,Female,Australia,Withdrawal,Travel,Active
TID2372,UID1009,3232.65,2024-02-27,04:00:00,Merchant_67,Location_29,UPI,Success,0,60614.71,iOS,359,49,Male,Germany,Deposit,Fashion,Inactive
TID2639,UID1468,1483.55,2024-03-09,07:00:00,Merchant_97,Location_27,UPI,Failed,0,34384.77,iOS,229,57,Other,India,Deposit,Travel,Suspended
TID2134,UID1449,3259.23,2024-02-17,06:00:00,Merchant_50,Location_21,Credit Card,Failed,0,52802.59,Android,210,54,Male,USA,Purchase,Electronics,Active
TID2967,UID1267,1988.8,2024-03-22,23:00:00,Merchant_27,Location_15,UPI,Success,0,37638.84,Android,110,28,Female,UK,Transfer,Travel,Active
TID2716,UID1983,987.21,2024-03-12,12:00:00,Merchant_16,Location_32,Credit Card,Success,0,93135.59,Android,85,55,Male,USA,Withdrawal,Grocery,Inactive
TID1049,UID1686,2144.59,2024-01-03,01:00:00,Merchant_2,Location_4,Credit Card,Pending,1,91416.67,Android,183,42,Male,Germany,Purchase,Grocery,Inactive
TID2390,UID1919,1927.19,2024-02-27,22:00:00,Merchant_84,Location_24,UPI,Success,0,53481.44,Android,285,62,Male,USA,Withdrawal,Electronics,Active
TID2363,UID1893,3445.14,2024-02-26,19:00:00,Merchant_18,Location_3,Debit Card,Failed,0,76794.88,Android,296,20,Other,USA,Transfer,Grocery,Active
TID1780,UID1728,3310.24,2024-02-02,12:00:00,Merchant_20,Location_22,Net Banking,Pending,1,72940.38,iOS,212,45,Other,Australia,Transfer,Fashion,Active
TID1955,UID1667,4015.19,2024-02-09,19:00:00,Merchant_36,Location_26,Credit Card,Failed,1,94281.14,Android,466,20,Male,India,Deposit,Grocery,Active
