Transaction_Amount,Fraud_Flag,User_Account_Balance,User_Transaction_History_Count,User_Age,Payment_Method_Credit Card,Payment_Method_Debit Card,Payment_Method_Net Banking,Payment_Method_UPI,Transaction_Status_Failed,Transaction_Status_Pending,Transaction_Status_Success,User_Account_Status_Active,User_Account_Status_Inactive,User_Account_Status_Suspended,Merchant_Category_Electronics,Merchant_Category_Fashion,Merchant_Category_Grocery,Merchant_Category_Healthcare,Merchant_Category_Travel
0.12194681783272945,1,0.6359714014543654,0.18072289156626506,0.9215686274509803,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0.7080936272435789,1,0.45372703486675475,0.8032128514056224,0.8627450980392156,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
0.5623971076857677,0,0.21639345688354425,0.7329317269076304,0.5490196078431373,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0.6613983128166979,0,0.62270710281374,0.8915662650602408,0.27450980392156865,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
0.10703206931608321,1,0.13354423932988863,0.7449799196787148,0.5098039215686275,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
0.5236925532533523,0,0.34022449593308357,0.31124497991967864,0.6862745098039217,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
0.8874455836262611,1,0.5900698111930759,0.07429718875502007,0.5882352941176471,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
0.5626216911536172,1,0.7339974754803067,0.4056224899598393,0.8431372549019608,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
0.08768380251894423,1,0.4434731839829452,0.1546184738955823,0.11764705882352944,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
0.615575264537268,1,0.3052939151671157,0.2831325301204819,0.2549019607843137,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
0.15453949360438418,0,0.5546452103060042,0.22088353413654616,0.09803921568627455,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
0.33964239093164045,1,0.16736155526111704,0.48192771084337344,0.6470588235294118,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0.2421771763040379,1,0.11928532565019433,0.4518072289156626,0.5098039215686275,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
0.5656575783886538,0,0.987323387048075,0.4518072289156626,0.33333333333333337,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
0.8763968790918808,0,0.030974272617579367,0.538152610441767,0.33333333333333337,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0.4219622579461441,1,0.8858018475583785,0.6004016064257027,0.2941176470588236,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
0.5819599319030844,0,0.10557475002875209,0.32128514056224894,0.23529411764705888,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
0.20710405633836715,0,0.374766860232058,0.6566265060240963,0.6666666666666666,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0.8386067002071382,1,0.6259126703112621,0.3273092369477911,0.9411764705882354,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0.06267883962534665,1,0.8474527770272957,0.646586345381526,0.5294117647058824,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0.5827600105072981,1,0.9317287254999046,0.20481927710843373,0.5882352941176471,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
0.6520460155483948,1,0.6720034124207218,0.7048192771084336,0.9803921568627451,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
0.5187076023509077,1,0.9061017857451729,0.3554216867469879,0.27450980392156865,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
0.025450119410227772,0,0.9043168801233472,0.20481927710843373,0.17647058823529416,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
0.555683666164696,1,0.6676028503059356,0.9377510040160641,0.3921568627450981,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0.9817545984467648,0,0.47852767438207283,0.6024096385542168,0.5882352941176471,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
0.9753660008702612,1,0.8029908649772407,0.6265060240963854,0.7450980392156864,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0.18457552721971682,1,0.9142960056490655,0.33534136546184734,0.37254901960784315,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0.5985710876858078,1,0.6916769241926933,0.5361445783132529,0.4901960784313726,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0.2436169167497158,1,0.41939020883274397,0.5220883534136546,0.4117647058823529,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0.7436259401926205,0,0.5077381818785045,0.20883534136546184,0.9411764705882354,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
0.8517047288856451,1,0.9117747227787479,0.6265060240963854,0.7254901960784313,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
0.07709228575840033,1,0.9948105634125503,0.04618473895582329,0.6862745098039217,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0.34336205461789737,0,0.8409614295105409,0.03413654618473896,0.47058823529411764,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0.9523702579301025,1,0.011309763259772147,0.20883534136546184,0.9803921568627451,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0.7147429020595507,0,0.2873931709304562,0.4176706827309236,0.9411764705882354,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
0.35723208896713665,0,0.7264641743870799,0.2811244979919678,0.3529411764705882,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0.15868827213099634,1,0.068137350945562,0.37148594377510036,0.607843137254902,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
0.826551380486504,1,0.7920140898908251,0.8293172690763051,0.1568627450980392,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
0.8044279036937966,0,0.03833126800419614,0.17068273092369476,0.8039215686274509,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
0.30113234182405896,1,0.9107776801223763,0.19277108433734938,0.9803921568627451,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
0.6976144022169598,0,0.033418782090698415,0.4337349397590361,0.9803921568627451,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
0.40475756014124703,0,0.9528586053520668,0.42570281124497983,0.7450980392156864,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
0.05707628418631605,1,0.8307129396149415,0.7791164658634537,0.5882352941176471,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0.08864630309544197,0,0.6615789202706753,0.646586345381526,0.13725490196078433,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0.28167779892159833,0,0.25149710653305196,0.10843373493975902,0.8823529411764707,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
0.6954407550817023,1,0.9786733819955966,0.10642570281124497,0.823529411764706,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
0.7812176033334605,1,0.42995975111662815,0.9799196787148593,0.9215686274509803,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
0.4222750706335059,0,0.2771206071632716,0.933734939759036,0.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
0.7571931879021699,0,0.8357519650803436,0.20281124497991967,0.7450980392156864,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
0.2902079602808096,0,0.1489136867748568,0.13453815261044175,0.09803921568627455,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.8946182181307036,0,0.6468789894476534,0.9518072289156625,0.4509803921568628,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
0.47490380007258864,1,0.340436103241304,0.7048192771084336,0.823529411764706,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
0.4045490183496725,1,0.6649130503345206,0.05622489959839357,0.4117647058823529,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
0.2871981407697198,1,0.5300786335589568,0.5321285140562249,1.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0.05199107280715298,1,0.7264828872704548,0.5180722891566264,0.7254901960784313,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
0.4330630979284181,0,0.6596062789107726,0.8333333333333333,0.4117647058823529,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
0.6622244591448584,1,0.5766374000542371,0.37951807228915657,0.43137254901960786,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
0.947645984267126,0,0.7139930997001186,0.5642570281124497,0.07843137254901966,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
0.0848303893515353,1,0.7170845691844127,0.7028112449799195,0.7058823529411765,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0.6882861674630691,1,0.3855604513628391,0.15662650602409636,0.1568627450980392,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
0.8638382517781196,1,0.8878271884438943,0.31526104417670675,0.8431372549019608,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
0.22073146033394758,1,0.45153995397844504,0.7570281124497991,0.5686274509803921,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
0.9325748294067989,1,0.24677609893430633,0.2590361445783132,0.6666666666666666,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
0.6695895937646005,0,0.1311175323836562,0.4176706827309236,0.4509803921568628,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0.35891847018554207,0,0.45581003166321027,0.28915662650602403,1.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
0.48368461262359613,0,0.009910747638358258,0.6646586345381525,0.8431372549019608,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
0.6577347949974034,0,0.7128763957408668,0.78714859437751,0.5686274509803921,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
0.48179971566128815,1,0.1071868902192007,0.14056224899598393,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0.140783756198604,0,0.8079573653757239,0.6405622489959839,0.8039215686274509,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0.23054295058562146,0,0.5745367018816159,0.6044176706827309,0.09803921568627455,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
0.28779368800142774,0,0.6867092099855587,0.3092369477911646,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0.22550385902574893,0,0.9176003974009524,0.36546184738955817,0.0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
0.062317901909160006,1,0.4175797120785189,0.720883534136546,0.9019607843137255,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0.9171728149733008,0,0.08747696418768841,0.08835341365461846,0.8627450980392156,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
0.6904056739408986,1,0.12662097823469132,0.48995983935742965,0.9803921568627451,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
0.6571613050705735,0,0.852200994169976,0.789156626506024,0.7254901960784313,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
0.7743317137924328,0,0.5900018379085996,0.4999999999999999,0.019607843137254943,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0.16694773020306758,0,0.8807614059828831,0.3815261044176706,0.07843137254901966,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
0.44667446024772367,0,0.6682861234259304,0.7630522088353413,0.7254901960784313,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0.9371547279833007,1,0.428128518464609,0.1546184738955823,0.43137254901960786,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0.21210905933615531,0,0.35179350849064217,0.024096385542168672,0.9411764705882354,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
0.7992504526760524,1,0.2331979296065834,0.393574297188755,0.5294117647058824,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
0.0014617977505559446,0,0.3974274539443066,0.4076305220883534,0.43137254901960786,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
0.6738245963011905,1,0.34737838067203936,0.9076305220883533,0.47058823529411764,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
0.20063324517095416,1,0.2395137806224957,0.5562248995983935,0.27450980392156865,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0.7735937966837846,0,0.42659406202784744,0.5702811244979918,0.607843137254902,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
0.994724293715072,1,0.40603881942138353,0.9518072289156625,0.5490196078431373,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
0.9917505679756008,1,0.4040752816263661,0.24297188755020077,0.8039215686274509,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0.8684261711927589,1,0.04401856844014563,0.5441767068273091,0.1568627450980392,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0.512984734339815,1,0.055428976667259745,0.8413654618473895,0.9803921568627451,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
0.036169969580971364,1,0.4873688542971406,0.6224899598393574,0.6274509803921569,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
0.3953631534727222,0,0.7149387577902493,0.7028112449799195,0.9803921568627451,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
0.7413359909043696,0,0.7293084315093802,0.253012048192771,0.3921568627450981,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
0.7970026127880233,1,0.8056933087887739,0.7028112449799195,0.33333333333333337,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
0.6461968193366366,0,0.6018739991768355,0.7188755020080321,0.607843137254902,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
0.2954656196799285,0,0.3365562650379513,0.45783132530120474,0.7647058823529412,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
0.6515266662789929,0,0.5228538421646174,0.4196787148594377,0.7058823529411765,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
0.3967788314039876,0,0.369471417689056,0.2188755020080321,0.1960784313725491,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
0.1959390496509933,0,0.9308250449589667,0.1686746987951807,0.7254901960784313,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0.42801799073994246,1,0.9134380452339955,0.36546184738955817,0.47058823529411764,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0.38442473546273226,0,0.5297204588560845,0.5702811244979918,0.8627450980392156,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
0.688805516732471,0,0.7655375852308619,0.5923694779116465,0.03921568627450983,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0.6617552401138157,1,0.7265490398419541,0.4236947791164658,0.5294117647058824,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
0.8031124862392497,1,0.9424123657970167,0.933734939759036,0.03921568627450983,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0.6836922324198268,1,0.985188398781053,0.5722891566265059,0.6666666666666666,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0.7378629679908403,1,0.6738637764803737,0.2710843373493975,0.7647058823529412,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
0.10256446247350617,0,0.5592207631680285,0.34939759036144574,1.0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
0.32537331988506146,1,0.5132858943195475,0.1546184738955823,0.43137254901960786,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
0.7081337314342664,0,0.4244538139233361,0.8052208835341365,1.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
0.35324974283187727,0,0.6586508092007101,0.5803212851405621,0.8823529411764707,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
0.7167400907557836,1,0.8329580810170746,0.8875502008032128,0.019607843137254943,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
0.02126925753106571,1,0.02506170952608156,0.9357429718875501,0.37254901960784315,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
0.8172572342946978,0,0.11737701614881375,0.3734939759036144,0.9215686274509803,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
0.08015023029831503,1,0.9756753757774572,0.7831325301204818,0.1568627450980392,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
0.30810245016553006,1,0.489252685324052,0.6084337349397589,0.5686274509803921,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
0.16312179041148905,0,0.17950550851653668,0.5763052208835341,0.23529411764705888,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
0.9556748432427449,0,0.12003515594457224,0.2108433734939759,0.4901960784313726,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0.09390195728502651,0,0.5345156099332841,0.9598393574297187,0.4509803921568628,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0.41799996390622846,0,0.9848820132473053,0.37148594377510036,0.7647058823529412,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
0.6808949651193803,1,0.7905704668014737,0.23895582329317266,0.3137254901960784,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
0.6368004074585775,1,0.36637600332664494,0.49196787148594373,0.17647058823529416,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
0.753868550494184,0,0.07151487466869347,0.5863453815261044,0.8431372549019608,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
0.5482764221447322,1,0.4992682251093111,0.20682730923694778,0.6470588235294118,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
0.8177765835640997,1,0.003377624873852408,0.5060240963855421,0.17647058823529416,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
0.38405778211794245,0,0.7168402901933264,0.8333333333333333,0.3921568627450981,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
0.08241812228168784,1,0.47482565914614433,0.3775100401606425,0.8039215686274509,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0.9977100507117492,1,0.1068702884626375,0.47188755020080314,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0.7334996320440506,1,0.08607015996076163,0.13052208835341364,0.5686274509803921,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0.40964626098604173,0,0.3046452355936845,0.9538152610441766,0.27450980392156865,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
0.9101605972316078,0,0.34786127421383894,0.3975903614457831,0.1960784313725491,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0.8298800283135588,0,0.6790594844125222,0.2228915662650602,0.5294117647058824,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0.7842494801494283,1,0.08543301156951831,0.9176706827309236,0.8627450980392156,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0.7380133587059181,1,0.7536968818368405,0.9016064257028111,0.6470588235294118,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0.19620373730953017,0,0.1610595618939744,0.6184738955823292,0.9019607843137255,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0.12793236829282478,0,0.02105442141433591,0.8072289156626505,0.3921568627450981,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0.01787243257984243,1,0.13603982991708574,0.3554216867469879,0.5686274509803921,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0.6800427510672729,1,0.5595016587200975,0.6606425702811244,0.37254901960784315,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
0.05024453530271646,0,0.3730217068435645,0.895582329317269,0.09803921568627455,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
0.5654129428254606,0,0.2675226175540805,0.5140562248995983,0.5686274509803921,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0.5885430348044219,1,0.007244212332761192,0.37148594377510036,0.3921568627450981,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
0.10541587043138073,0,0.5067167618983847,0.9899598393574296,0.9019607843137255,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
0.8425268848468321,1,0.28747085468414324,0.014056224899598391,0.6274509803921569,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
